loan_id,application_id,customer_id,disbursement_date,loan_amount,current_loan_status,total_principal_paid,total_interest_paid,remaining_balance,last_payment_date,next_payment_date,days_past_due,default_flag,application_date,loan_purpose,amount_requested,term_months,application_status,funnel_stage_reached,interest_rate_offered,dti_ratio,customer_name,age,employment_status,length_of_employment_years,annual_income,housing_status,city,state,join_date,credit_score_fico,total_credit_lines,open_credit_lines,derogatory_public_records,revolving_utilization_rate,credit_history_length_months,inquiries_last_6_months,nsf_count
LOAN0007795,APP0014325,CUST004367,2024-10-19,4574.9,Current,3074.84,541.7,1500.06,,2026-10-15,0,0,2025-05-12,Credit Card Refinancing,4574.9,60,Approved,Disbursed,25.41,13.61,Michael Garcia,33.0,Self-Employed,7.96,69585.29,Mortgage,Sacramento,CA,2016-06-06,579.0,22.0,3.0,1.0,33.35,101.0,1.0,0.0
LOAN0007796,APP0014329,CUST000878,2025-01-12,7854.64,Current,6399.56,1162.38,1455.08,2025-06-25,2025-07-25,0,0,2024-07-02,Home Improvement,7854.64,60,Approved,Disbursed,20.09,,James Williams,42.0,Self-Employed,6.79,71428.29,Own,Phoenix,AZ,17/08/2015,835.0,13.0,12.0,0.0,33.17,254.0,0.0,0.0
LOAN0007797,APP0014331,CUST002520,2022-11-09,25074.22,Fully Paid,17458.03,914.49,7616.19,2024-11-20,2024-12-20,5,0,2023-03-18,Debt Consolidation,25074.22,36,Approved,Disbursed,27.31,12.73,Karen Williams,29.0,Employed,2.06,,Own,Sacramento,CA,2020-02-04,685.0,16.0,9.0,0.0,36.53,318.0,3.0,0.0
LOAN0007798,APP0014335,CUST001253,2025-07-01,11614.72,Current,9098.73,825.35,2515.99,,2027-03-18,5,0,2024-10-17,Major Purchase,11614.72,36,Approved,Disbursed,16.57,20.5,Priya Hernandez,22.0,Retired,0.0,69317.94,Own,Raleigh,NC,2015-01-08,737.0,19.0,11.0,0.0,34.13,47.0,1.0,0.0
LOAN0007799,APP0014338,CUST001894,2025-09-24,25552.06,Fully Paid,13302.03,803.28,12250.03,2026-02-13,2026-03-15,0,0,2023-02-14,Major Purchase,25552.06,36,Approved,Disbursed,17.97,26.79,Linda Lopez,38.0,Employed,0.44,52708.34,Mortgage,Jacksonville,FL,2021-07-12,636.0,7.0,7.0,0.0,38.44,274.0,0.0,0.0
LOAN0007800,APP0014341,CUST000850,2024-07-29,6300.78,Current,3786.45,473.95,2514.33,2025-08-29,2025-09-28,10,0,2022-05-27,Small Business,6300.78,36,Approved,Disbursed,12.51,,Sunita Rao,33.0,Retired,0.0,52055.98,Rent,Indianapolis,IN,2016-04-26,649.0,3.0,5.0,1.0,33.81,48.0,0.0,0.0
LOAN0007801,APP0014342,CUST001163,2023-12-15,11860.37,Current,11646.32,2887.9,214.05,2025-03-13,2025-04-12,0,0,,Home Improvement,11860.37,60,Approved,Disbursed,17.97,39.84,David Singh,23.0,Unemployed,0.0,76265.79,Mortgage,Atlanta,GA,2018-02-09,733.0,21.0,1.0,0.0,64.8,86.0,2.0,0.0
LOAN0007802,APP0014344,CUST000458,2023-12-17,25246.38,Fully Paid,15802.92,3336.35,9443.46,2024-04-10,2024-05-10,5,0,2025-03-20,Home Improvement,25246.38,60,Approved,Disbursed,18.66,14.64,Michael Hernandez,27.0,Employed,5.26,26589.73,Rent,New York,NY,2017-03-06,581.0,4.0,13.0,1.0,48.91,26.0,1.0,0.0
LOAN0007803,APP0014345,CUST003686,2025-03-01,16905.97,In Grace Period,11175.37,1579.07,5730.6,2025-08-31,2025-09-30,5,0,2024-03-17,Credit Card Refinancing,16905.97,60,Approved,Disbursed,16.87,18.95,Barbara Smith,29.0,Employed,1.74,59725.51,Mortgage,Louisville,KY,12/10/2015,706.0,6.0,11.0,0.0,13.11,281.0,2.0,0.0
LOAN0007804,APP0014351,CUST001652,2023-11-15,9482.44,Fully Paid,6831.44,1174.58,2651.0,2024-10-29,2024-11-28,5,0,2024-04-04,Home Improvement,9482.44,36,Approved,Disbursed,17.53,1.49,John Singh,43.0,Retired,0.0,125416.71,Mortgage,Baltimore,MD,2020-12-09,711.0,14.0,9.0,0.0,4.71,312.0,0.0,0.0
LOAN0007805,APP0014353,CUST004815,2023-07-14,18252.3,Current,13481.27,2748.08,4771.03,2025-05-12,2025-06-11,0,0,,Credit Card Refinancing,18252.3,36,Approved,Disbursed,24.42,5.13,Linda Singh,43.0,Employed,9.1,39734.35,Own,Baltimore,MD,2019-09-24,740.0,19.0,12.0,0.0,9.72,16.0,0.0,0.0
LOAN0007806,APP0014355,CUST001655,2025-03-09,5986.75,Fully Paid,3932.21,259.05,2054.54,2026-06-20,2026-07-20,5,0,,Debt Consolidation,5986.75,36,Approved,Disbursed,17.48,25.19,Susan Davis,44.0,Employed,1.41,97937.63,Own,Boston,MA,2016-11-16,600.0,9.0,6.0,1.0,15.4,357.0,0.0,0.0
LOAN0007807,APP0014356,CUST004717,2024-09-15,16178.92,Current,10632.68,1005.57,5546.24,2025-06-26,2025-07-26,0,0,2024-05-28,Credit Card Refinancing,16178.92,60,Approved,Disbursed,15.27,,Pooja Martinez,68.0,Self-Employed,6.31,60597.46,Mortgage,Jacksonville,FL,2017-02-18,668.0,7.0,4.0,0.0,50.15,37.0,0.0,0.0
LOAN0007808,APP0014359,CUST004260,2024-06-17,40933.98,Fully Paid,26509.36,4762.12,14424.62,2025-12-30,2026-01-29,10,0,2023-03-05,Home Improvement,40933.98,36,Approved,Disbursed,16.53,,Thomas Mehta,29.0,Unemployed,0.0,,Mortgage,Boston,MA,2018-01-24,770.0,6.0,1.0,0.0,16.83,18.0,1.0,0.0
LOAN0007809,APP0014360,CUST004522,2022-11-19,2771.82,Current,1953.52,152.21,818.3,2025-04-26,2025-05-26,5,0,2023-05-01,Credit Card Refinancing,2771.82,36,Approved,Disbursed,9.95,28.56,John Gupta,52.0,Retired,0.0,90577.78,Mortgage,New York,NY,2016-05-15,757.0,5.0,13.0,0.0,23.7,97.0,2.0,0.0
LOAN0007810,APP0014361,CUST002040,2022-09-24,19658.43,Fully Paid,12478.35,2661.67,7180.08,2024-08-30,2024-09-29,0,0,2023-08-10,Home Improvement,19658.43,60,Approved,Disbursed,19.33,,Susan Williams,22.0,Unemployed,0.0,63403.68,Own,San Diego,CA,2018-11-17,608.0,13.0,13.0,0.0,75.26,332.0,0.0,0.0
LOAN0007811,APP0014363,CUST001935,2025-05-15,8707.28,Current,5532.0,1176.26,3175.28,,2027-03-01,10,0,2022-01-22,Debt Consolidation,8707.28,60,Approved,Disbursed,27.23,30.11,Karen Miller,71.0,Employed,8.16,55272.61,Own,Cleveland,OH,2017-04-04,596.0,7.0,3.0,0.0,43.94,104.0,3.0,0.0
LOAN0007812,APP0014366,CUST000847,2024-06-29,3503.39,In Grace Period,2845.56,668.96,657.83,2026-04-15,2026-05-15,0,0,2022-12-20,Debt Consolidation,3503.39,36,Approved,Disbursed,27.65,14.91,Robert Hernandez,43.0,Employed,0.13,398181.32,Mortgage,San Francisco,CA,2016-04-21,683.0,24.0,14.0,1.0,24.57,97.0,2.0,0.0
LOAN0007813,APP0014367,CUST004548,2023-02-10,23128.79,Fully Paid,22111.07,4246.58,1017.72,,2024-07-24,0,0,2024-01-25,Credit Card Refinancing,23128.79,36,Approved,Disbursed,20.25,35.16,Mary Rao,39.0,Employed,6.59,63008.66,Mortgage,Dallas,TX,2018-12-10,681.0,4.0,6.0,0.0,54.95,99.0,0.0,0.0
LOAN0007814,APP0014368,CUST003237,2023-05-29,36863.58,Fully Paid,18453.05,2004.83,18410.53,2025-08-23,2025-09-22,20,0,2024-05-08,Major Purchase,36863.58,60,Approved,Disbursed,20.06,9.83,Deepa Shah,52.0,Self-Employed,3.95,77986.94,Rent,Memphis,Tennessee,14/01/2019,731.0,3.0,7.0,0.0,23.1,222.0,0.0,0.0
LOAN0007815,APP0014370,CUST004051,2025-09-05,13673.85,Fully Paid,8815.35,2051.88,4858.5,2028-01-19,2028-02-18,0,0,2023-12-15,Home Improvement,13673.85,60,Approved,Disbursed,19.1,7.24,William Patel,31.0,Retired,0.0,44575.52,Own,Cleveland,OH,2018-09-05,557.0,15.0,11.0,0.0,13.93,134.0,1.0,0.0
LOAN0007816,APP0014373,CUST004682,2025-04-16,11433.82,Fully Paid,9218.75,1643.59,2215.07,2025-11-12,2025-12-12,20,0,2025-08-29,Debt Consolidation,11433.82,36,Approved,Disbursed,16.05,11.67,Jennifer Johnson,33.0,Unemployed,0.0,52060.08,Own,Charlotte,NC,10/07/2016,688.0,2.0,8.0,0.0,36.29,87.0,1.0,0.0
LOAN0007817,APP0014376,CUST001831,2025-08-26,8440.04,Fully Paid,6213.31,1159.1,2226.73,2027-12-20,2028-01-19,0,0,2025-01-11,Debt Consolidation,8440.04,36,Approved,Disbursed,14.22,16.9,Priya Lopez,48.0,Self-Employed,1.11,31947.43,Rent,Seattle,Washington,2020-10-13,702.0,11.0,3.0,0.0,18.56,6.0,3.0,0.0
LOAN0007818,APP0014378,CUST000967,2022-10-20,59821.07,Fully Paid,31319.27,3723.42,28501.8,2023-04-03,2023-05-03,0,0,2022-10-22,Debt Consolidation,59821.07,36,Approved,Disbursed,24.29,19.24,Linda Sharma,31.0,Employed,5.28,48715.19,Rent,Nashville,TN,2016-08-02,670.0,11.0,7.0,0.0,26.51,185.0,3.0,0.0
LOAN0007819,APP0014379,CUST002852,2024-04-21,27172.71,Current,16778.6,3786.14,10394.11,2025-11-09,2025-12-09,10,0,2024-04-12,Credit Card Refinancing,27172.71,60,Approved,Disbursed,8.03,28.64,Pooja Garcia,50.0,Unemployed,0.0,73278.86,Rent,Cleveland,OH,29/06/2018,684.0,18.0,11.0,0.0,57.06,257.0,3.0,1.0
LOAN0007820,APP0014380,CUST003789,2024-03-07,18898.98,Current,16215.37,1598.58,2683.61,2026-04-02,2026-05-02,0,0,2023-04-24,Credit Card Refinancing,18898.98,36,Approved,Disbursed,13.03,2.26,Robert Sharma,42.0,Unemployed,0.0,56468.81,Mortgage,Austin,TX,2016-07-14,652.0,16.0,10.0,0.0,8.54,324.0,0.0,0.0
LOAN0007821,APP0014383,CUST004761,2025-11-24,15732.85,Fully Paid,8535.94,881.87,7196.91,2027-07-10,2027-08-09,0,0,2024-04-18,Small Business,15732.85,60,Approved,Disbursed,13.25,26.51,Richard Miller,24.0,Self-Employed,1.91,25081.91,Mortgage,Dallas,TX,2015-12-22,,,,,,,,0.0
LOAN0007822,APP0014384,CUST000141,2024-03-06,6730.11,Current,5250.32,851.93,1479.79,2025-02-14,2025-03-16,5,0,2022-05-09,Debt Consolidation,6730.11,36,Approved,Disbursed,21.18,16.85,Sneha Shah,42.0,Employed,0.33,15000.0,Rent,Minneapolis,MN,2020-11-08,727.0,5.0,6.0,0.0,31.29,149.0,0.0,0.0
LOAN0007823,APP0014385,CUST000938,2023-08-03,7346.61,Charged-Off,3060.44,376.22,4286.17,2025-01-05,2025-02-04,209,1,2025-03-23,Home Improvement,7346.61,60,Approved,Disbursed,7.69,19.56,Richard Martinez,48.0,Retired,0.0,62866.89,Mortgage,San Francisco,CA,2017-08-16,648.0,9.0,13.0,0.0,6.58,344.0,3.0,9.0
LOAN0007824,APP0014386,CUST002883,2022-06-10,14384.18,Current,13546.43,3269.57,837.75,2022-10-21,2022-11-20,0,0,,Credit Card Refinancing,14384.18,36,Approved,Disbursed,19.04,21.33,Priya Miller,32.0,Employed,4.54,49419.51,Rent,Chicago,IL,2017-06-02,673.0,24.0,2.0,0.0,72.12,33.0,1.0,0.0
LOAN0007825,APP0014388,CUST003980,2022-09-09,3346.15,Fully Paid,2150.13,400.81,1196.02,,2024-12-16,0,0,2023-09-10,Credit Card Refinancing,3346.15,60,Approved,Disbursed,10.44,10.92,William Gonzalez,27.0,Employed,13.04,60900.23,Rent,Memphis,TN,2019-12-22,640.0,21.0,11.0,0.0,20.5,304.0,1.0,1.0
LOAN0007826,APP0014389,CUST001098,2023-03-15,65227.06,Current,63175.01,5000.36,2052.05,2024-12-18,2025-01-17,5,0,2024-08-26,Home Improvement,65227.06,36,Approved,Disbursed,5.93,27.23,Rahul Anderson,22.0,Employed,1.25,58061.52,Own,San Francisco,CA,2021-11-24,800.0,18.0,11.0,2.0,24.03,48.0,1.0,0.0
LOAN0007827,APP0014391,CUST003445,2024-03-06,18400.59,Fully Paid,13547.19,2988.4,4853.4,2026-05-24,2026-06-23,0,0,2023-03-25,Credit Card Refinancing,18400.59,36,Approved,Disbursed,16.13,35.63,Anil Brown,48.0,Unemployed,0.0,78887.84,Mortgage,Tucson,AZ,2016-01-04,850.0,9.0,1.0,2.0,8.79,206.0,0.0,0.0
LOAN0007828,APP0014396,CUST001712,2025-01-26,28611.66,Current,15562.04,3736.54,13049.62,2025-12-27,2026-01-26,10,0,,Credit Card Refinancing,28611.66,36,Approved,Disbursed,10.29,6.59,James Garcia,38.0,Employed,1.83,49658.69,Own,Oklahoma City,OK,2020-09-14,748.0,8.0,9.0,0.0,29.0,253.0,0.0,0.0
LOAN0007829,APP0014397,CUST003473,2023-07-25,21857.06,Fully Paid,18862.4,4081.78,2994.66,2023-09-19,2023-10-19,0,0,2025-02-22,Debt Consolidation,21857.06,60,Approved,Disbursed,24.69,4.21,Michael Jones,40.0,Employed,2.19,152141.98,Rent,Dallas,TX,2019-11-10,,9.0,1.0,2.0,35.42,146.0,0.0,0.0
LOAN0007830,APP0014398,CUST002083,2022-05-28,22170.37,Fully Paid,14160.33,1973.36,8010.04,,2023-02-03,0,0,2025-09-08,Debt Consolidation,22170.37,60,Approved,Disbursed,9.8,20.33,Anjali Hernandez,22.0,Employed,2.27,90499.32,Mortgage,Las Vegas,NV,2021-04-21,731.0,7.0,8.0,0.0,37.23,351.0,1.0,0.0
LOAN0007831,APP0014399,CUST002726,2025-08-22,21079.6,Fully Paid,11892.26,674.65,9187.34,,2026-07-05,0,0,,Credit Card Refinancing,21079.6,60,Approved,Disbursed,15.94,20.41,Arjun Shah,40.0,Employed,1.76,19687.92,Mortgage,Phoenix,AZ,15/03/2017,835.0,10.0,14.0,1.0,47.97,180.0,2.0,0.0
LOAN0007832,APP0014402,CUST001979,2024-01-16,9819.34,Current,6543.95,1432.1,3275.39,2024-10-14,2024-11-13,0,0,2025-02-17,Small Business,9819.34,36,Approved,Disbursed,15.02,9.06,David Davis,30.0,Self-Employed,5.59,83570.45,Rent,Fort Worth,TX,2017-05-27,850.0,20.0,3.0,1.0,16.37,258.0,0.0,0.0
LOAN0007833,APP0014403,CUST002982,2025-04-03,24486.77,Current,14213.96,1533.65,10272.81,2026-05-22,2026-06-21,10,0,2023-04-13,Debt Consolidation,24486.77,60,Approved,Disbursed,14.1,9.49,Amit Jones,55.0,Retired,0.0,26844.42,Mortgage,San Francisco,CA,2016-07-09,,21.0,14.0,3.0,51.62,155.0,0.0,0.0
LOAN0007834,APP0014404,CUST003812,2022-08-28,27985.77,Fully Paid,17235.41,2190.26,10750.36,2024-10-20,2024-11-19,5,0,,Debt Consolidation,27985.77,60,Approved,Disbursed,5.73,10.75,Robert Smith,45.0,Employed,11.93,172384.7,Mortgage,San Francisco,CA,14/02/2016,548.0,14.0,1.0,0.0,10.05,149.0,1.0,0.0
LOAN0007835,APP0014405,CUST000558,2024-12-21,20241.23,Fully Paid,16316.71,1085.64,3924.52,2027-01-25,2027-02-24,5,0,2022-09-23,Credit Card Refinancing,20241.23,60,Approved,Disbursed,15.36,20.43,Linda Williams,34.0,Self-Employed,1.85,67303.87,Rent,Tucson,AZ,2019-06-12,726.0,12.0,12.0,0.0,4.36,247.0,0.0,0.0
LOAN0007836,APP0014408,CUST004883,2024-12-20,7044.72,Fully Paid,6169.42,342.43,875.3,2027-06-04,2027-07-04,5,0,2025-07-09,Home Improvement,7044.72,36,Approved,Disbursed,14.5,25.84,Anjali Sharma,29.0,Employed,2.34,42106.32,Own,El Paso,TX,2017-11-28,738.0,20.0,11.0,0.0,35.58,22.0,0.0,0.0
LOAN0007837,APP0014411,CUST001794,2022-06-21,8262.78,Fully Paid,4625.12,472.61,3637.66,2022-10-02,2022-11-01,20,0,2023-10-11,Home Improvement,8262.78,36,Approved,Disbursed,6.93,22.6,Michael Garcia,48.0,Retired,0.0,22909.14,Own,Atlanta,GA,2017-04-24,594.0,3.0,2.0,2.0,10.23,256.0,4.0,0.0
LOAN0007838,APP0014412,CUST003900,2025-05-25,16714.54,Current,14913.57,1081.56,1800.97,,2026-06-13,0,0,2025-09-09,Small Business,16714.54,36,Approved,Disbursed,21.3,15.54,Linda Shah,44.0,Unemployed,0.0,36120.74,Mortgage,Louisville,KY,2019-04-29,678.0,16.0,3.0,0.0,37.4,201.0,0.0,0.0
LOAN0007839,APP0014413,CUST001586,2022-11-10,22363.03,Fully Paid,15283.16,1364.81,7079.87,2024-08-27,2024-09-26,0,0,2023-11-08,Home Improvement,22363.03,36,Approved,Disbursed,8.17,13.04,Thomas Williams,48.0,Self-Employed,12.15,28289.93,Rent,Boston,MA,2020-10-23,811.0,24.0,3.0,0.0,28.76,257.0,1.0,0.0
LOAN0007840,APP0014414,CUST002342,2025-01-31,11995.37,Current,10267.05,1764.27,1728.32,2026-12-14,2027-01-13,0,0,2022-10-12,Major Purchase,11995.37,36,Approved,Disbursed,23.89,22.66,Patricia Shah,45.0,Employed,2.42,53149.21,Rent,Nashville,TN,2018-12-02,536.0,22.0,2.0,1.0,33.7,349.0,2.0,0.0
LOAN0007841,APP0014416,CUST002400,2022-09-04,24271.11,Fully Paid,22171.19,4699.9,2099.92,2023-11-23,2023-12-23,0,0,2023-04-14,Major Purchase,24271.11,36,Approved,Disbursed,27.1,24.45,Richard Jones,40.0,Employed,0.72,122245.38,Rent,Sacramento,CA,2018-05-11,650.0,19.0,6.0,0.0,22.29,136.0,2.0,0.0
LOAN0007842,APP0014417,CUST004633,2024-10-12,9400.0,Fully Paid,5533.16,307.77,3866.84,2026-11-07,2026-12-07,0,0,2023-07-29,Major Purchase,9400.0,36,Approved,Disbursed,7.82,,Deepa Hernandez,44.0,Unemployed,0.0,48410.35,Rent,Fresno,CA,2016-03-23,634.0,9.0,13.0,0.0,1.28,170.0,3.0,0.0
LOAN0007843,APP0014418,CUST004564,2022-07-03,14413.38,Current,8138.92,1975.0,6274.46,,2023-03-30,0,0,,Home Improvement,14413.38,60,Approved,Disbursed,6.27,6.88,Priya Kumar,42.0,Self-Employed,1.55,25239.79,Own,Cleveland,OH,2015-08-21,607.0,10.0,1.0,0.0,47.49,204.0,1.0,0.0
LOAN0007844,APP0014419,CUST003075,2023-12-26,12570.4,Current,9539.5,1520.53,3030.9,2026-03-11,2026-04-10,0,0,2022-12-28,Home Improvement,12570.4,36,Approved,Disbursed,25.12,14.69,Barbara Williams,31.0,Employed,1.63,40041.6,Mortgage,San Antonio,TX,2015-02-26,630.0,13.0,8.0,0.0,34.33,238.0,5.0,0.0
LOAN0007845,APP0014421,CUST003185,2024-09-15,5540.74,Fully Paid,4738.22,584.62,802.52,2026-03-19,2026-04-18,0,0,2025-01-19,Debt Consolidation,5540.74,60,Approved,Disbursed,25.09,26.64,Joseph Gonzalez,30.0,Retired,0.0,128363.08,Mortgage,Charlotte,NC,2016-12-03,792.0,8.0,3.0,0.0,39.1,298.0,2.0,0.0
LOAN0007846,APP0014423,CUST002351,2024-02-25,20555.82,Fully Paid,19413.81,4477.06,1142.01,2024-12-30,2025-01-29,20,0,,Debt Consolidation,20555.82,60,Approved,Disbursed,15.71,13.77,Richard Williams,52.0,Employed,7.88,106216.33,Own,Charlotte,NC,2018-01-16,551.0,6.0,10.0,0.0,33.78,333.0,2.0,1.0
LOAN0007847,APP0014424,CUST003990,2024-09-30,6096.24,Charged-Off,3541.04,262.74,2555.2,2026-10-09,2026-11-08,139,1,2025-02-13,Debt Consolidation,6096.24,36,Approved,Disbursed,27.94,27.05,Sneha Nair,30.0,Employed,4.72,78540.1,Rent,Minneapolis,MN,2019-03-12,667.0,6.0,13.0,0.0,9.54,329.0,0.0,7.0
LOAN0007848,APP0014425,CUST000924,2022-08-12,11206.26,Fully Paid,9401.37,1562.92,1804.89,2023-09-09,2023-10-09,10,0,,Debt Consolidation,11206.26,36,Approved,Disbursed,23.36,3.63,Ramesh Gonzalez,31.0,Employed,1.13,87645.89,Mortgage,El Paso,Texas,2020-06-20,593.0,14.0,13.0,0.0,14.48,99.0,0.0,0.0
LOAN0007849,APP0014427,CUST004231,2023-11-13,48030.46,Fully Paid,28390.51,6336.43,19639.95,2025-02-16,2025-03-18,0,0,2023-01-14,Debt Consolidation,48030.46,60,Approved,Disbursed,16.15,,Jessica Rodriguez,22.0,Employed,7.47,80422.06,Mortgage,Chicago,IL,2017-08-22,843.0,18.0,4.0,0.0,54.66,84.0,2.0,1.0
LOAN0007850,APP0014429,CUST000873,2025-07-25,6601.58,Current,3708.42,549.41,2893.16,,2025-09-03,0,0,2023-11-03,Small Business,6601.58,60,Approved,Disbursed,19.0,19.47,Sarah Reddy,23.0,Employed,9.87,86807.64,Rent,Fresno,CA,2018-03-02,613.0,23.0,9.0,0.0,38.25,23.0,3.0,0.0
LOAN0007851,APP0014431,CUST004278,2025-10-02,26742.87,Current,13949.63,972.92,12793.24,2026-10-11,2026-11-10,0,0,2025-09-12,Debt Consolidation,26742.87,60,Approved,Disbursed,9.71,17.16,Karen Johnson,28.0,Unemployed,0.0,91553.15,Rent,San Diego,CA,08/01/2018,678.0,11.0,8.0,0.0,42.68,331.0,4.0,0.0
LOAN0007852,APP0014434,CUST001809,2024-03-10,35742.79,Current,34638.24,2651.76,1104.55,2024-05-22,2024-06-21,0,0,2025-11-02,Debt Consolidation,35742.79,60,Approved,Disbursed,27.63,1.65,Karen Lopez,22.0,Employed,0.44,59226.21,Mortgage,Fresno,CA,2018-08-24,776.0,11.0,13.0,1.0,13.51,317.0,0.0,0.0
LOAN0007853,APP0014435,CUST000609,2022-11-22,14404.07,Fully Paid,12014.24,940.36,2389.83,2023-09-24,2023-10-24,0,0,2022-12-24,Small Business,14404.07,60,Approved,Disbursed,24.2,19.55,Amit Miller,22.0,Employed,7.09,84346.18,Mortgage,El Paso,TX,2021-01-18,672.0,22.0,10.0,0.0,40.66,181.0,0.0,0.0
LOAN0007854,APP0014436,CUST004163,2023-10-09,1032.66,Fully Paid,527.13,101.6,505.53,2026-02-27,2026-03-29,0,0,,Debt Consolidation,1032.66,36,Approved,Disbursed,23.86,13.99,Jennifer Brown,36.0,Employed,1.3,56455.02,Own,Las Vegas,Nevada,2018-11-01,758.0,8.0,12.0,1.0,7.17,271.0,0.0,0.0
LOAN0007855,APP0014437,CUST000148,2023-06-12,3436.28,Late (16-30 days),1814.92,288.25,1621.36,2025-05-02,2025-06-01,0,0,2025-10-04,Home Improvement,3436.28,36,Approved,Disbursed,13.89,4.88,Richard Patel,24.0,Unemployed,0.0,62065.35,Mortgage,Fort Worth,TX,2018-05-01,591.0,13.0,13.0,0.0,30.89,107.0,0.0,0.0
LOAN0007856,APP0014438,CUST001000,2023-11-11,2034.19,Fully Paid,1616.81,89.46,417.38,2024-08-18,2024-09-17,0,0,2023-12-09,Home Improvement,2034.19,60,Approved,Disbursed,17.18,27.46,Jennifer Shah,46.0,Employed,1.29,40575.45,Rent,New York,NY,2019-01-25,647.0,10.0,13.0,1.0,34.51,171.0,1.0,0.0
LOAN0007857,APP0014441,CUST000291,2025-02-20,20906.8,Fully Paid,13300.82,1159.31,7605.98,2026-02-23,2026-03-25,10,0,,Debt Consolidation,20906.8,36,Approved,Disbursed,27.06,7.28,Susan Singh,37.0,Unemployed,0.0,43215.21,Mortgage,Jacksonville,FL,2019-01-23,601.0,9.0,12.0,2.0,39.43,168.0,1.0,0.0
LOAN0007858,APP0014443,CUST003767,2022-09-03,7048.04,Current,7026.06,368.72,21.98,2023-06-18,2023-07-18,20,0,2025-06-23,Debt Consolidation,7048.04,36,Approved,Disbursed,11.71,17.23,John Singh,28.0,Employed,3.44,119154.68,Mortgage,Denver,CO,2017-04-16,673.0,6.0,7.0,1.0,22.8,138.0,0.0,0.0
LOAN0007859,APP0014445,CUST002095,2023-10-06,13609.02,Current,8473.43,785.14,5135.59,2024-10-23,2024-11-22,0,0,2025-09-08,Credit Card Refinancing,13609.02,60,Approved,Disbursed,8.86,25.62,Anjali Anderson,52.0,Unemployed,0.0,148626.37,Rent,Boston,MA,2019-03-23,609.0,8.0,13.0,2.0,14.72,333.0,0.0,0.0
LOAN0007860,APP0014447,CUST000676,2025-05-22,48527.63,Fully Paid,30385.55,2821.74,18142.08,2027-05-14,2027-06-13,20,0,2022-08-03,Credit Card Refinancing,48527.63,36,Approved,Disbursed,22.47,9.68,Amit Martinez,30.0,Employed,8.33,66752.86,Mortgage,Phoenix,AZ,20/10/2017,798.0,13.0,6.0,2.0,15.84,315.0,1.0,0.0
LOAN0007861,APP0014450,CUST002283,2023-10-17,6579.63,Current,3342.57,355.2,3237.06,,2025-01-19,0,0,2022-10-29,Small Business,6579.63,36,Approved,Disbursed,5.95,30.91,Richard Kumar,54.0,Self-Employed,0.44,70960.49,Mortgage,Chicago,IL,2017-06-07,591.0,15.0,6.0,0.0,14.6,123.0,2.0,0.0
LOAN0007862,APP0014451,CUST002535,2022-02-23,4775.73,Current,3778.36,656.55,997.37,2024-06-27,2024-07-27,20,0,2024-05-21,Credit Card Refinancing,4775.73,60,Approved,Disbursed,6.54,21.38,Rahul Mehta,34.0,Employed,10.4,60002.98,Own,Fresno,CA,2019-04-25,753.0,22.0,7.0,0.0,21.97,21.0,0.0,0.0
LOAN0007863,APP0014452,CUST000971,2025-10-27,5378.12,Current,3714.44,459.43,1663.68,2026-04-02,2026-05-02,5,0,,Major Purchase,5378.12,60,Approved,Disbursed,16.05,11.86,Vikram Hernandez,41.0,Employed,5.53,183769.94,Own,Portland,OR,2017-11-13,667.0,3.0,6.0,0.0,13.52,215.0,0.0,0.0
LOAN0007864,APP0014453,CUST003115,2025-10-31,15659.04,Fully Paid,8597.11,817.1,7061.93,,2027-08-11,20,0,2022-07-05,Debt Consolidation,15659.04,36,Approved,Disbursed,10.86,1.31,Michael Williams,44.0,Employed,1.68,27241.77,Own,Dallas,TX,2019-04-03,787.0,8.0,1.0,0.0,9.85,285.0,0.0,0.0
LOAN0007865,APP0014456,CUST000820,2023-03-05,24628.96,Fully Paid,23560.41,3502.83,1068.55,2024-03-24,2024-04-23,20,0,2025-12-08,Credit Card Refinancing,24628.96,60,Approved,Disbursed,22.89,3.75,James Sharma,52.0,Employed,0.81,29487.56,Own,San Jose,CA,2017-10-11,621.0,20.0,14.0,0.0,20.08,333.0,0.0,0.0
LOAN0007866,APP0014457,CUST001271,2024-12-17,16111.69,Late (16-30 days),10885.18,2005.45,5226.51,,2026-11-08,0,0,2022-12-17,Debt Consolidation,16111.69,60,Approved,Disbursed,19.19,7.31,Rahul Jones,53.0,Self-Employed,14.25,88892.15,Rent,Indianapolis,IN,2020-04-03,699.0,16.0,1.0,1.0,27.83,242.0,0.0,0.0
LOAN0007867,APP0014460,CUST004758,2024-10-29,15555.09,Current,11912.17,2604.42,3642.92,,2026-06-20,5,0,2022-10-04,Credit Card Refinancing,15555.09,36,Approved,Disbursed,13.05,20.86,Sunita Lopez,55.0,Retired,0.0,99973.72,Mortgage,Las Vegas,NV,2016-10-22,795.0,11.0,12.0,0.0,25.43,351.0,1.0,0.0
LOAN0007868,APP0014461,CUST002276,2024-05-20,13122.1,Fully Paid,7463.4,444.66,5658.7,2026-10-25,2026-11-24,10,0,2024-11-15,Debt Consolidation,13122.1,36,Approved,Disbursed,26.13,4.2,Sunita Sharma,26.0,Unemployed,0.0,112805.07,Rent,Portland,OR,2021-07-28,678.0,2.0,11.0,2.0,18.07,254.0,2.0,1.0
